Depth[m]	Vp[m/s]	Density[kg/m3]
1662.23	2872.2	2387
1662.38	2852.2	2408
1662.53	2874.9	2418
1662.68	2839.4	2396
1662.84	2816.4	2387
1662.99	2839.1	2417
1663.14	2861.5	2387
1663.29	2906.7	2360
1663.45	2952.1	2376
1663.60	2992.0	2385
1663.75	3012.7	2390
1663.90	3022.2	2369
1664.06	3002.1	2371
1664.21	2982.2	2364
1664.36	2960.8	2353
1664.51	2987.2	2341
1664.67	3016.7	2334
1664.82	3033.8	2358
1664.97	3038.6	2397
1665.12	3049.0	2432
1665.27	3061.3	2436
1665.43	3073.7	2409
1665.58	3064.3	2382
1665.73	3047.2	2372
1665.88	3027.9	2355
1666.04	3049.3	2336
1666.19	3070.9	2317
1666.34	3092.7	2305
1666.49	3113.8	2312
1666.65	3115.3	2324
1666.80	3116.8	2343
1666.95	3091.4	2356
1667.10	3062.8	2369
1667.26	3034.8	2389
1667.41	3014.5	2367
1667.56	3055.6	2380
1667.71	3124.1	2412
1667.87	3225.1	2399
1668.02	3204.6	2370
1668.17	3130.9	2379
1668.32	3055.2	2418
1668.48	3033.9	2415
1668.63	3039.0	2439
1668.78	3089.7	2432
1668.93	3161.0	2389
1669.08	3235.6	2341
1669.24	3280.0	2368
1669.39	3184.3	2405
1669.54	3114.2	2443
1669.69	3028.9	2466
1669.85	2972.7	2499
1670.00	2987.8	2458
1670.15	3002.7	2388
1670.30	3023.3	2378
1670.46	3058.2	2383
1670.61	3085.3	2352
1670.76	3094.0	2326
1670.91	3120.7	2334
1671.07	3164.0	2321
1671.22	3159.3	2315
1671.37	3138.9	2360
1671.52	3129.2	2386
1671.68	3136.4	2395
1671.83	3158.5	2375
1671.98	3181.3	2367
1672.13	3179.6	2332
1672.29	3178.4	2338
1672.44	3202.9	2327
1672.59	3213.1	2345
1672.74	3179.5	2363
1672.89	3146.6	2369
1673.05	3114.4	2322
1673.20	3103.0	2340
1673.35	3094.4	2355
1673.50	3069.1	2351
1673.66	3037.4	2333
1673.81	3004.2	2311
1673.96	2995.0	2289
1674.11	2981.9	2261
1674.27	2949.9	2227
1674.42	2918.7	2207
1674.57	2888.1	2198
1674.72	2858.1	2199
1674.88	2850.3	2190
1675.03	2875.9	2180
1675.18	2878.5	2168
1675.33	2848.7	2169
1675.49	2819.6	2176
1675.64	2781.2	2167
1675.79	2805.2	2165
1675.94	2842.7	2171
1676.10	2881.3	2141
1676.25	2920.9	2159
1676.40	2949.4	2162
1676.55	2679.3	2168
1676.70	2788.8	2214
1676.86	2913.9	2244
1677.01	3032.9	2256
1677.16	3225.9	2269
1677.31	3355.5	2272
1677.47	3355.5	2257
1677.62	3441.7	2316
1677.77	3767.5	2400
1677.92	3457.3	2504
1678.08	2977.2	2518
1678.23	3163.5	2449
1678.38	3355.2	2398
1678.53	2926.9	2352
1678.69	2954.6	2320
1678.84	2977.0	2301
1678.99	3011.5	2333
1679.14	3050.4	2345
1679.30	3058.7	2339
1679.45	3067.5	2371
1679.60	3058.8	2409
1679.75	3017.7	2440
1679.91	2977.8	2415
1680.06	2938.9	2385
1680.21	2909.2	2356
1680.36	2879.7	2346
1680.51	2843.0	2339
1680.67	2884.2	2339
1680.82	2891.5	2331
1680.97	2897.7	2317
1681.12	2931.9	2315
1681.28	2881.1	2337
1681.43	2861.7	2354
1681.58	2912.7	2319
1681.73	2909.6	2289
1681.89	2919.5	2326
1682.04	2956.4	2360
1682.19	2989.7	2364
1682.34	3016.0	2349
1682.50	3061.6	2308
1682.65	3110.6	2263
1682.80	3076.4	2312
1682.95	3028.6	2384
1683.11	2982.5	2377
1683.26	2937.8	2387
1683.41	2896.6	2404
1683.56	2966.1	2371
1683.72	3049.0	2342
1683.87	3107.1	2314
1684.02	3193.9	2337
1684.17	3146.9	2343
1684.32	3061.1	2409
1684.48	3044.3	2387
1684.63	3026.8	2400
1684.78	3034.1	2406
1684.93	3055.6	2369
1685.09	3040.2	2343
1685.24	3046.4	2317
1685.39	3056.9	2305
1685.54	3022.3	2319
1685.70	2989.6	2334
1685.85	3002.0	2346
1686.00	3013.3	2339
1686.15	3105.8	2351
1686.31	3216.3	2337
1686.46	3297.3	2359
1686.61	3319.0	2345
1686.76	3211.0	2313
1686.92	3102.0	2275
1687.07	3000.2	2239
1687.22	2951.2	2209
1687.37	2918.5	2188
1687.53	2825.5	2178
1687.68	2734.3	2211
1687.83	2692.2	2187
1687.98	2651.6	2174
1688.13	2679.3	2164
1688.29	2757.4	2163
1688.44	2838.1	2170
1688.59	2918.6	2176
1688.74	2962.3	2187
1688.90	3001.2	2229
1689.05	3033.7	2270
1689.20	3023.3	2301
1689.35	3003.6	2321
1689.51	2974.2	2329
1689.66	2964.1	2359
1689.81	3007.8	2375
1689.96	3152.2	2377
1690.12	3312.2	2376
1690.27	3388.0	2383
1690.42	3442.3	2395
1690.57	3472.3	2435
1690.73	3275.7	2401
1690.88	3166.4	2356
1691.03	3117.6	2368
1691.18	3070.4	2388
1691.34	3056.0	2378
1691.49	3077.8	2372
1691.64	3072.1	2397
1691.79	3047.8	2398
1691.94	3094.6	2398
1692.10	3112.3	2409
1692.25	3137.8	2411
1692.40	3166.2	2387
1692.55	3195.2	2369
1692.71	3156.1	2369
1692.86	3100.3	2374
1693.01	3067.9	2376
1693.16	3101.8	2371
1693.32	3165.1	2345
1693.47	3182.6	2324
1693.62	3175.3	2313
1693.77	3107.2	2364
1693.93	3042.0	2399
1694.08	2979.4	2390
1694.23	2915.8	2406
1694.38	2975.9	2390
1694.54	3042.7	2360
1694.69	3142.5	2331
1694.84	3098.9	2326
1694.99	3025.5	2350
1695.15	2983.8	2354
1695.30	3000.8	2300
1695.45	3042.6	2260
1695.60	3085.6	2238
1695.75	3126.5	2264
1695.91	3134.4	2297
1696.06	3124.5	2313
1696.21	3113.8	2312
1696.36	3055.1	2301
1696.52	2993.8	2286
1696.67	2935.0	2253
1696.82	2900.8	2238
1696.97	2903.9	2240
1697.13	2921.4	2247
1697.28	2936.3	2286
1697.43	2940.7	2324
1697.58	2944.9	2359
1697.74	2949.4	2383
1697.89	3010.0	2392
1698.04	3069.6	2383
1698.19	3076.4	2398
1698.35	3069.9	2365
1698.50	3014.4	2376
1698.65	2960.9	2385
1698.80	2909.3	2363
1698.96	2885.5	2370
1699.11	2907.5	2376
1699.26	2929.9	2339
1699.41	2952.2	2302
1699.56	2860.7	2285
1699.72	2736.3	2286
1699.87	2680.0	2248
1700.02	3287.0	2234
1700.17	3996.5	2288
1700.33	4185.8	2345
1700.48	3720.6	2432
1700.63	3233.6	2445
1700.78	3044.1	2399
1700.94	3010.1	2320
1701.09	3018.9	2325
1701.24	3028.2	2325
1701.39	3030.9	2349
1701.55	3023.1	2375
1701.70	3028.9	2392
1701.85	3066.3	2428
1702.00	3121.4	2417
1702.16	3145.7	2405
1702.31	3083.0	2439
1702.46	2901.7	2485
1702.61	2701.7	2458
1702.77	2585.4	2430
1702.92	2851.0	2423
1703.07	3033.4	2403
1703.22	3158.3	2367
1703.37	3166.7	2355
1703.53	3140.5	2381
1703.68	3094.9	2363
1703.83	3038.4	2334
1703.98	2993.3	2307
1704.14	2963.7	2301
1704.29	2975.1	2281
1704.44	2994.7	2279
1704.59	3024.6	2281
1704.75	3075.0	2285
1704.90	3132.5	2305
1705.05	3156.4	2313
1705.20	3172.9	2321
1705.36	3136.5	2331
1705.51	3101.0	2343
1705.66	3069.7	2313
1705.81	3044.5	2281
1705.97	3035.2	2251
1706.12	3084.6	2246
1706.27	3135.7	2296
1706.42	3188.6	2344
1706.58	3221.9	2354
1706.73	3198.1	2344
1706.88	3174.7	2351
1707.03	3151.3	2337
1707.18	3142.5	2322
1707.34	3163.0	2318
1707.49	3160.6	2320
1707.64	3150.3	2338
1707.79	3148.8	2364
1707.95	3148.2	2350
1708.10	3137.8	2325
1708.25	3115.6	2321
1708.40	3049.1	2318
1708.56	2985.4	2282
1708.71	2926.9	2264
1708.86	2906.5	2233
1709.01	2887.1	2193
1709.17	2869.5	2173
1709.32	2891.6	2184
1709.47	2918.9	2206
1709.62	3005.6	2238
1709.78	3097.6	2270
1709.93	3195.4	2302
1710.08	3280.0	2334
1710.23	3243.4	2366
1710.39	3115.3	2379
1710.54	2979.2	2382
1710.69	2865.5	2391
1710.84	2769.8	2407
1710.99	2731.7	2417
1711.15	2821.8	2378
1711.30	2888.9	2369
1711.45	2950.5	2368
1711.60	2978.0	2370
1711.76	2949.7	2370
1711.91	2927.3	2367
1712.06	2973.6	2386
1712.21	3121.1	2400
1712.37	3329.8	2381
1712.52	3373.7	2366
1712.67	3304.7	2356
1712.82	3169.4	2410
1712.98	3036.9	2422
1713.13	3059.4	2329
1713.28	3082.2	2318
1713.43	3056.1	2354
1713.59	3044.1	2385
1713.74	3041.4	2410
1713.89	3033.7	2396
1714.04	3020.2	2403
1714.20	3015.4	2389
1714.35	3020.4	2379
1714.50	3025.4	2390
1714.65	3019.5	2366
1714.80	3003.1	2345
1714.96	3019.7	2324
1715.11	3066.6	2303
1715.26	3107.2	2282
1715.41	3047.3	2266
1715.57	2997.2	2259
1715.72	2953.3	2285
1715.87	2929.7	2260
1716.02	2953.0	2246
1716.18	2991.5	2267
1716.33	3030.7	2293
1716.48	2995.8	2320
1716.63	3033.5	2327
1716.79	3088.4	2322
1716.94	3039.0	2318
1717.09	3020.2	2343
1717.24	3028.6	2320
1717.40	3017.5	2317
1717.55	2928.5	2306
1717.70	2852.2	2279
1717.85	2818.5	2271
1718.01	2791.3	2273
1718.16	2912.7	2264
1718.31	3067.2	2249
1718.46	3259.1	2294
1718.61	3822.2	2339
1718.77	4366.0	2435
1718.92	4250.0	2499
1719.07	3751.5	2461
1719.22	3308.1	2411
1719.38	3036.6	2361
1719.53	2993.6	2341
1719.68	2999.4	2328
1719.83	3026.3	2289
1719.99	3086.1	2295
1720.14	3165.0	2315
1720.29	3188.3	2350
1720.44	3130.3	2359
1720.60	3071.4	2348
1720.75	3014.8	2334
1720.90	2960.8	2321
1721.05	2940.8	2315
1721.21	2953.7	2370
1721.36	2974.1	2384
1721.51	3020.1	2369
1721.66	3054.6	2373
1721.82	2981.0	2351
1721.97	2929.7	2338
1722.12	2905.6	2330
1722.27	2942.1	2330
1722.42	3057.3	2311
1722.58	3176.0	2298
1722.73	3234.2	2333
1722.88	3206.6	2374
1723.03	3179.4	2372
1723.19	3178.2	2375
1723.34	3172.2	2369
1723.49	3160.6	2346
1723.64	3179.2	2330
1723.80	3187.0	2354
1723.95	3143.7	2349
1724.10	3101.5	2341
1724.25	3060.7	2341
1724.41	3028.0	2335
1724.56	3062.9	2317
1724.71	3098.5	2298
1724.86	3122.2	2313
1725.02	3142.8	2337
1725.17	3153.0	2314
1725.32	3146.6	2302
1725.47	3140.3	2310
1725.63	3134.0	2289
1725.78	3138.2	2283
1725.93	3115.3	2304
1726.08	3087.2	2321
1726.23	3073.1	2334
1726.39	3095.1	2353
1726.54	3117.4	2363
1726.69	3127.4	2332
1726.84	3110.5	2310
1727.00	3093.6	2288
1727.15	3076.4	2266
1727.30	3050.8	2251
1727.45	3024.7	2252
1727.61	3001.2	2255
1727.76	2991.3	2248
1727.91	2999.5	2253
1728.06	3007.6	2265
1728.22	3015.9	2243
1728.37	3015.4	2220
1728.52	2985.3	2224
1728.67	2940.4	2237
1728.83	2910.3	2283
1728.98	3068.2	2329
1729.13	3151.2	2366
1729.28	2925.7	2395
1729.44	2736.0	2387
1729.59	2624.4	2378
1729.74	2716.2	2368
1729.89	2840.3	2339
1730.04	2805.7	2321
1730.20	2773.7	2343
1730.35	2650.3	2391
1730.50	2594.9	2377
1730.65	2972.9	2370
1730.81	3132.8	2352
1730.96	3077.7	2323
1731.11	3082.4	2311
1731.26	3131.5	2290
1731.42	3194.7	2286
1731.57	3146.0	2305
1731.72	3083.8	2314
1731.87	3024.1	2285
1732.03	2971.8	2244
1732.18	2960.7	2203
1732.33	2980.8	2176
1732.48	2975.5	2204
1732.64	2995.5	2227
1732.79	3022.2	2250
1732.94	3055.7	2263
1733.09	3086.1	2294
1733.25	3096.4	2315
1733.40	3047.8	2333
1733.55	3008.5	2344
1733.70	2960.8	2329
1733.85	3004.7	2321
1734.01	3085.0	2258
1734.16	3148.2	2215
1734.31	3129.7	2196
1734.46	2978.8	2208
1734.62	2844.4	2218
1734.77	2750.9	2143
1734.92	2722.1	2118
1735.07	2942.3	2098
1735.23	3220.9	2075
1735.38	3461.1	2147
1735.53	3318.5	2247
1735.68	2992.6	2328
1735.84	2814.3	2305
1735.99	3021.9	2321
1736.14	2966.9	2303
1736.29	2921.4	2280
1736.45	2869.5	2282
1736.60	2928.8	2300
1736.75	3052.7	2328
1736.90	3167.4	2346
1737.06	3181.1	2386
1737.21	3183.5	2411
1737.36	3201.4	2371
1737.51	3115.3	2343
1737.66	3025.0	2316
1737.82	2983.8	2300
1737.97	3017.5	2331
1738.12	3090.5	2340
1738.27	3167.7	2316
1738.43	3176.0	2344
1738.58	3165.1	2378
1738.73	3166.4	2404
1738.88	3186.0	2411
1739.04	3205.8	2417
1739.19	3224.9	2423
1739.34	3216.5	2424
1739.49	3208.4	2409
1739.65	3200.3	2395
1739.80	3192.1	2393
1739.95	3205.1	2380
1740.10	3220.7	2371
1740.26	3217.1	2371
1740.41	3206.3	2355
1740.56	3206.8	2380
1740.71	3216.7	2417
1740.87	3225.9	2405
1741.02	3231.7	2376
1741.17	3237.4	2362
1741.32	3222.8	2354
1741.47	3181.0	2331
1741.63	3110.7	2324
1741.78	3043.5	2322
1741.93	2989.3	2283
1742.08	2976.5	2243
1742.24	2992.7	2233
1742.39	3013.3	2228
1742.54	3045.1	2224
1742.69	3061.4	2228
1742.85	3003.6	2248
1743.00	2953.9	2238
1743.15	2887.2	2212
1743.30	2851.3	2172
1743.46	2859.4	2129
1743.61	2873.9	2140
1743.76	2885.9	2133
1743.91	2887.0	2128
1744.07	2888.3	2135
1744.22	2881.6	2142
1744.37	2888.6	2129
1744.52	2913.2	2115
1744.68	2938.5	2107
1744.83	2951.8	2137
1744.98	2936.4	2145
1745.13	2900.0	2126
1745.28	2864.0	2119
1745.44	2829.1	2126
1745.59	2814.1	2135
1745.74	2849.3	2177
1745.89	2960.3	2193
1746.05	3081.1	2207
1746.20	3175.0	2277
1746.35	3218.1	2345
1746.50	3230.6	2406
1746.66	3228.4	2386
1746.81	3243.8	2370
1746.96	3235.6	2382
1747.11	3199.4	2369
1747.27	3140.3	2343
1747.42	3080.3	2330
1747.57	3056.9	2317
1747.72	3088.9	2307
1747.88	3171.2	2318
1748.03	3238.4	2309
1748.18	3246.1	2302
1748.33	3191.2	2361
1748.49	3169.4	2401
1748.64	3147.9	2390
1748.79	3135.1	2371
1748.94	3131.5	2351
1749.09	3141.5	2376
1749.25	3159.8	2383
1749.40	3207.5	2379
1749.55	3256.7	2401
1749.70	3283.5	2424
1749.86	3230.4	2440
1750.01	3154.9	2443
1750.16	3111.8	2417
1750.31	3079.9	2388
1750.47	3032.4	2382
1750.62	2984.0	2397
1750.77	3003.6	2436
1750.92	3032.7	2449
1751.08	3100.8	2418
1751.23	3201.4	2363
1751.38	3178.2	2374
1751.53	3140.2	2386
1751.69	3103.0	2403
1751.84	3061.2	2435
1751.99	3089.9	2444
1752.14	3124.9	2439
1752.30	3165.1	2426
1752.45	3138.8	2435
1752.60	3143.1	2464
1752.75	3128.4	2491
1752.90	3125.9	2450
1753.06	3110.8	2428
1753.21	3075.8	2404
1753.36	3069.3	2412
1753.51	3072.1	2418
1753.67	3066.0	2410
1753.82	3053.4	2418
1753.97	3059.8	2404
1754.12	3076.1	2425
1754.28	3077.2	2409
1754.43	3108.9	2382
1754.58	3110.8	2363
1754.73	3096.5	2354
1754.89	3076.5	2314
1755.04	3053.9	2271
1755.19	3032.1	2234
1755.34	3013.0	2223
1755.50	3030.6	2254
1755.65	3050.1	2280
1755.80	3069.8	2274
1755.95	3085.0	2273
1756.11	3091.7	2296
1756.26	3098.5	2331
1756.41	3080.8	2366
1756.56	3047.0	2397
1756.71	3013.9	2410
1756.87	2998.2	2420
1757.02	3004.8	2422
1757.17	2989.6	2406
1757.32	2963.0	2393
1757.48	2956.3	2379
1757.63	2981.0	2368
1757.78	3013.1	2384
1757.93	2966.0	2364
1758.09	2950.0	2352
1758.24	2975.1	2364
1758.39	2966.5	2371
1758.54	2943.7	2344
1758.70	2897.7	2314
1758.85	2858.3	2311
1759.00	2857.9	2305
1759.15	2889.6	2275
1759.31	2932.9	2300
1759.46	2964.2	2343
1759.61	2978.7	2390
1759.76	2980.5	2365
1759.92	2943.4	2357
1760.07	2898.7	2351
1760.22	2837.7	2340
1760.37	2824.7	2337
1760.52	2901.8	2343
1760.68	2974.9	2314
1760.83	3024.9	2301
1760.98	2857.8	2290
1761.13	2578.6	2264
1761.29	2431.3	2242
1761.44	2872.4	2231
1761.59	3381.6	2236
1761.74	3836.8	2273
1761.90	4325.1	2352
1762.05	4520.2	2431
1762.20	4587.7	2503
1762.35	3987.9	2519
1762.51	3780.5	2506
1762.66	3902.2	2483
1762.81	3945.5	2450
1762.96	3905.4	2411
1763.12	3582.1	2424
1763.27	3139.2	2431
1763.42	2877.6	2398
1763.57	2846.3	2377
1763.73	2980.6	2371
1763.88	3184.8	2381
1764.03	3148.1	2389
1764.18	2915.8	2396
1764.33	3165.1	2406
1764.49	3437.8	2433
1764.64	3280.2	2443
1764.79	2982.2	2412
1764.94	2807.2	2366
1765.10	2742.5	2319
1765.25	2714.8	2273
1765.40	2754.9	2252
1765.55	2854.8	2279
1765.71	3110.1	2309
1765.86	3415.6	2338
1766.01	3716.4	2360
1766.16	3648.4	2422
1766.32	3497.1	2472
1766.47	3212.4	2461
1766.62	2970.1	2422
1766.77	2762.6	2348
1766.93	2655.6	2324
1767.08	2859.5	2311
1767.23	3324.0	2305
1767.38	3920.4	2377
1767.54	4263.1	2446
1767.69	4002.0	2513
1767.84	4323.0	2504
1767.99	4022.5	2488
1768.14	3693.0	2436
1768.30	3641.6	2386
1768.45	3812.0	2375
1768.60	4145.0	2346
1768.75	4541.7	2380
1768.91	4753.4	2442
1769.06	4679.2	2455
1769.21	4581.8	2440
1769.36	4305.7	2458
1769.52	3900.5	2464
1769.67	3499.7	2439
1769.82	3171.0	2407
1769.97	2900.1	2341
1770.13	2846.1	2290
1770.28	2875.2	2282
1770.43	2904.8	2303
1770.58	2904.1	2333
1770.74	2877.9	2353
1770.89	2861.7	2346
1771.04	2852.7	2333
1771.19	2843.8	2319
1771.35	2835.1	2332
1771.50	2885.0	2331
1771.65	2965.9	2326
1771.80	3046.8	2322
1771.95	3066.8	2312
1772.11	2972.7	2311
1772.26	2912.1	2322
1772.41	2888.3	2308
1772.56	2956.5	2319
1772.72	2995.9	2302
1772.87	2988.2	2287
1773.02	2959.9	2280
1773.17	2932.0	2268
1773.33	2904.8	2249
1773.48	2890.9	2227
1773.63	2904.0	2256
1773.78	2936.0	2278
1773.94	3013.7	2286
1774.09	3094.9	2301
1774.24	3163.5	2342
1774.39	3193.4	2390
1774.55	3179.9	2380
1774.70	3117.2	2384
1774.85	3029.3	2392
1775.00	2964.8	2414
1775.16	2947.7	2420
1775.31	2939.7	2386
1775.46	2931.7	2371
1775.61	2923.8	2378
1775.76	2915.9	2389
1775.92	2923.9	2391
1776.07	2941.3	2406
1776.22	2946.2	2400
1776.37	2948.4	2392
1776.53	2972.3	2392
1776.68	3077.5	2398
1776.83	3204.9	2382
1776.98	3297.6	2394
1777.14	3247.3	2413
1777.29	3159.0	2434
1777.44	3075.4	2428
1777.59	3036.9	2420
1777.75	3066.6	2405
1777.90	3097.0	2396
1778.05	3128.0	2403
1778.20	3121.2	2386
1778.36	3093.4	2383
1778.51	3066.2	2355
1778.66	3039.4	2344
1778.81	3013.1	2339
1778.97	2990.8	2332
1779.12	2981.1	2356
1779.27	3024.5	2370
1779.42	3172.1	2350
1779.57	3313.8	2362
1779.73	3388.5	2384
1779.88	3337.8	2399
1780.03	3256.3	2388
1780.18	3208.2	2375
1780.34	3200.7	2356
1780.49	3182.1	2386
1780.64	3158.0	2388
1780.79	3134.3	2380
1780.95	3110.8	2387
1781.10	3094.1	2404
1781.25	3091.2	2389
1781.40	3083.0	2374
1781.56	3043.4	2366
1781.71	3022.6	2351
1781.86	3032.7	2325
1782.01	3064.0	2303
1782.17	3111.6	2297
1782.32	3139.7	2307
1782.47	3140.8	2340
1782.62	3141.9	2366
1782.78	3154.4	2370
1782.93	3180.2	2385
1783.08	3206.5	2400
1783.23	3214.8	2415
1783.38	3182.4	2420
1783.54	3150.6	2409
1783.69	3109.2	2391
1783.84	3065.2	2379
1783.99	3022.5	2372
1784.15	2980.9	2386
1784.30	2963.1	2400
1784.45	2974.3	2409
1784.60	3008.0	2417
1784.76	3053.4	2407
1784.91	3066.6	2394
1785.06	3053.3	2376
1785.21	3019.0	2368
1785.37	2951.6	2380
1785.52	2896.2	2372
1785.67	2859.8	2364
1785.82	2827.2	2357
1785.98	2815.9	2350
1786.13	2901.1	2364
1786.28	3044.7	2365
1786.43	3231.7	2367
1786.59	3266.1	2384
1786.74	3154.1	2378
1786.89	3059.7	2358
1787.04	2970.8	2309
1787.19	2917.8	2259
1787.35	2900.2	2209
1787.50	2902.0	2163
1787.65	2882.8	2155
1787.80	2875.0	2146
1787.96	2895.9	2149
1788.11	2917.0	2156
1788.26	2938.4	2174
1788.41	2960.1	2189
1788.57	2982.2	2177
1788.72	2999.6	2162
1788.87	3012.9	2155
1789.02	3008.9	2185
1789.18	2991.1	2190
1789.33	2994.2	2209
1789.48	3079.4	2229
1789.63	3274.3	2242
1789.79	3430.5	2252
1789.94	3476.7	2269
1790.09	3281.2	2285
1790.24	3126.7	2293
1790.40	3040.2	2253
1790.55	3075.8	2218
1790.70	3051.0	2237
1790.85	3016.7	2266
1791.00	2996.4	2280
1791.16	2975.1	2263
1791.31	2988.8	2289
1791.46	2993.6	2355
1791.61	2990.3	2425
1791.77	3018.4	2470
1791.92	3028.3	2436
1792.07	3018.9	2402
1792.22	3009.5	2411
1792.38	3014.3	2422
1792.53	3038.2	2402
1792.68	3061.1	2371
1792.83	3027.5	2364
1792.99	2986.7	2379
1793.14	3005.0	2387
1793.29	3032.9	2370
1793.44	3059.9	2379
1793.60	3073.4	2406
1793.75	3036.6	2423
1793.90	3036.9	2413
1794.05	3007.1	2435
1794.21	3019.1	2427
1794.36	3009.0	2455
1794.51	2992.4	2457
1794.66	2980.9	2436
1794.81	2999.4	2421
1794.97	3018.1	2427
1795.12	3037.0	2428
1795.27	3056.1	2446
1795.42	3075.5	2457
1795.58	3094.9	2461
1795.73	3092.4	2430
1795.88	3099.5	2430
1796.03	3127.9	2417
1796.19	3158.6	2424
1796.34	3170.6	2430
1796.49	3175.1	2405
1796.64	3114.3	2421
1796.80	2969.2	2430
1796.95	2891.1	2406
1797.10	3578.4	2413
1797.25	4276.0	2415
1797.41	4538.5	2474
1797.56	4213.1	2527
1797.71	4121.7	2529
1797.86	4075.1	2509
1798.02	3825.0	2483
1798.17	3747.0	2433
1798.32	3435.1	2413
1798.47	3151.0	2390
1798.62	2972.8	2320
1798.78	2921.7	2301
1798.93	2910.0	2282
1799.08	2944.2	2262
1799.23	3025.1	2241
1799.39	3088.7	2254
1799.54	3120.1	2281
1799.69	3107.9	2311
1799.84	3081.5	2353
1800.00	3082.9	2383
1800.15	3176.5	2363
1800.30	3297.6	2343
1800.45	3618.5	2373
1800.61	3976.5	2409
1800.76	4291.9	2445
1800.91	4500.4	2482
1801.06	4315.0	2518
1801.22	4087.3	2546
1801.37	3691.3	2566
1801.52	3355.1	2547
1801.67	3167.3	2514
1801.83	3040.5	2454
1801.98	3000.5	2395
1802.13	2986.0	2368
1802.28	3004.2	2341
1802.43	3067.2	2318
1802.59	3411.2	2332
1802.74	3642.5	2382
1802.89	3600.9	2430
1803.04	3373.4	2479
1803.20	3122.1	2501
1803.35	2920.4	2463
1803.50	2813.8	2391
1803.65	2773.4	2414
1803.81	2780.7	2403
1803.96	2815.0	2386
1804.11	2854.8	2373
1804.26	2878.2	2358
1804.42	2879.8	2379
1804.57	2911.1	2407
1804.72	2958.9	2422
1804.87	3012.9	2402
1805.03	3043.1	2411
1805.18	3022.3	2398
1805.33	2943.6	2418
1805.48	2861.5	2428
1805.64	2876.7	2436
1805.79	2939.3	2426
1805.94	3019.6	2417
1806.09	3088.5	2436
1806.24	3027.5	2459
1806.40	2968.5	2446
1806.55	2912.2	2435
1806.70	2872.2	2455
1806.85	2899.7	2418
1807.01	2921.9	2383
1807.16	2893.4	2372
1807.31	2865.7	2381
1807.46	2882.7	2389
1807.62	2909.6	2418
1807.77	3033.9	2427
1807.92	2949.4	2415
1808.07	2696.4	2409
1808.23	2559.6	2420
1808.38	2496.5	2428
1808.53	2414.9	2399
1808.68	2399.4	2400
1808.84	2476.6	2393
1808.99	2589.0	2406
1809.14	2373.1	2420
1809.29	2413.8	2447
1809.45	2550.3	2485
1809.60	2759.5	2522
1809.75	3004.4	2552
1809.90	3271.0	2535
1810.05	3136.1	2514
1810.21	2975.1	2475
1810.36	2958.8	2392
1810.51	2977.1	2342
1810.66	2995.7	2332
1810.82	3014.5	2326
1810.97	3023.2	2350
1811.12	3019.4	2333
1811.27	3037.6	2322
1811.43	3088.7	2320
1811.58	3146.0	2355
1811.73	3178.0	2395
1811.88	3143.4	2407
1812.04	3080.3	2415
1812.19	3019.9	2435
1812.34	2986.8	2396
1812.49	2994.6	2390
1812.65	2996.3	2375
1812.80	2972.7	2360
1812.95	2964.1	2368
1813.10	3008.9	2373
1813.26	3075.0	2347
1813.41	3144.2	2329
1813.56	3189.0	2314
1813.71	3168.5	2309
1813.86	3165.1	2356
1814.02	3177.8	2415
1814.17	3191.4	2403
1814.32	3182.5	2385
1814.47	3173.0	2366
1814.63	3163.5	2354
1814.78	3154.2	2353
1814.93	3159.2	2352
1815.08	3168.4	2342
1815.24	3161.3	2330
1815.39	3162.0	2324
1815.54	3167.4	2348
1815.69	3173.0	2371
1815.85	3156.3	2372
1816.00	3127.7	2373
1816.15	3099.7	2403
1816.30	3072.1	2421
1816.46	3045.1	2401
1816.61	3024.3	2410
1816.76	3041.0	2421
1816.91	3076.9	2432
1817.07	3114.5	2398
1817.22	3147.5	2387
1817.37	3137.9	2409
1817.52	3082.5	2417
1817.67	2997.8	2422
1817.83	2917.8	2408
1817.98	2841.8	2390
1818.13	2766.2	2371
1818.28	2804.2	2332
1818.44	2871.0	2292
1818.59	2920.1	2252
1818.74	2933.7	2213
1818.89	2913.0	2191
1819.05	2925.2	2194
1819.20	2931.8	2189
1819.35	2908.5	2173
1819.50	2885.5	2161
1819.66	2880.9	2173
1819.81	2878.7	2191
1819.96	2876.4	2168
1820.11	2868.8	2134
1820.27	2850.2	2111
1820.42	2831.5	2096
1820.57	2837.2	2082
1820.72	2850.4	2071
1820.88	2864.2	2116
1821.03	2898.2	2141
1821.18	2934.0	2155
1821.33	2950.3	2170
1821.48	2938.3	2171
1821.64	2911.3	2171
1821.79	2896.6	2189
1821.94	2918.6	2173
1822.09	2922.3	2149
1822.25	2925.8	2145
1822.40	2911.2	2159
1822.55	2893.4	2175
1822.70	2880.3	2193
1822.86	2861.3	2181
1823.01	2840.5	2173
1823.16	2820.0	2170
1823.31	2811.3	2158
1823.47	2866.3	2159
1823.62	2994.4	2165
1823.77	3134.4	2198
1823.92	3255.7	2274
1824.08	3228.3	2361
1824.23	3170.7	2499
1824.38	3070.1	2543
1824.53	2975.7	2521
1824.69	2887.0	2500
1824.84	2806.6	2478
1824.99	2788.8	2451
1825.14	2819.2	2421
1825.29	2859.0	2413
1825.45	2896.0	2419
1825.60	2923.9	2405
1825.75	2949.4	2370
