Depth[m]	Vp[m/s]	Density[kg/m3]
1989.58	2989.6	2365
1989.73	2979.1	2351
1989.89	3065.5	2347
1990.04	3104.8	2385
1990.19	3094.7	2410
1990.34	3084.2	2303
1990.50	3074.3	2207
1990.65	3180.5	2234
1990.80	3225.4	2263
1990.95	3210.7	2273
1991.11	3229.0	2287
1991.26	3214.5	2283
1991.41	3179.1	2243
1991.56	3147.6	2236
1991.72	3120.1	2235
1991.87	3126.2	2251
1992.02	3148.9	2243
1992.17	3131.5	2242
1992.33	3097.5	2261
1992.48	3055.6	2282
1992.63	3093.3	2331
1992.78	3145.8	2374
1992.93	3200.2	2402
1993.09	3250.3	2415
1993.24	3275.4	2421
1993.39	3346.0	2418
1993.54	3445.4	2415
1993.70	3413.0	2425
1993.85	3392.3	2453
1994.00	3480.6	2451
1994.15	3478.2	2474
1994.31	3463.1	2458
1994.46	3435.6	2456
1994.61	3287.3	2435
1994.76	3081.3	2425
1994.92	2958.2	2447
1995.07	2967.7	2408
1995.22	3035.1	2367
1995.37	3156.0	2394
1995.53	3249.7	2423
1995.68	3266.3	2451
1995.83	3269.1	2464
1995.98	3280.9	2457
1996.14	3292.8	2466
1996.29	3301.7	2445
1996.44	3303.2	2464
1996.59	3304.9	2434
1996.74	3318.1	2445
1996.90	3333.5	2449
1997.05	3318.2	2443
1997.20	3312.2	2429
1997.35	3357.0	2397
1997.51	3378.9	2385
1997.66	3386.0	2358
1997.81	3356.5	2366
1997.96	3334.5	2400
1998.12	3567.5	2438
1998.27	3656.6	2465
1998.42	3569.1	2476
1998.57	3428.7	2482
1998.73	3291.6	2424
1998.88	3283.6	2411
1999.03	3276.7	2419
1999.18	3217.0	2413
1999.34	3191.8	2407
1999.49	3215.1	2363
1999.64	3247.1	2294
1999.79	3285.1	2303
1999.95	3308.8	2321
2000.10	3268.6	2352
2000.25	3203.6	2383
2000.40	3165.5	2413
2000.55	3198.0	2419
2000.71	3247.3	2396
2000.86	3326.4	2394
2001.01	3388.0	2411
2001.16	3404.9	2431
2001.32	3417.2	2380
2001.47	3496.0	2390
2001.62	3790.7	2392
2001.77	4044.6	2418
2001.93	4259.8	2466
2002.08	4445.5	2483
2002.23	4230.4	2444
2002.38	3829.3	2426
2002.54	3591.5	2440
2002.69	3456.2	2425
2002.84	3392.7	2415
2002.99	3355.2	2446
2003.15	3315.5	2473
2003.30	3295.2	2497
2003.45	3273.4	2480
2003.60	3266.2	2462
2003.76	3285.6	2448
2003.91	3302.2	2437
2004.06	3305.7	2380
2004.21	3272.3	2324
2004.36	3239.9	2268
2004.52	3208.1	2224
2004.67	3178.6	2208
2004.82	3197.5	2222
2004.97	3215.7	2239
2005.13	3230.9	2242
2005.28	3238.5	2244
2005.43	3222.9	2267
2005.58	3186.2	2262
2005.74	3161.0	2273
2005.89	3195.6	2286
2006.04	3231.1	2326
2006.19	3247.0	2360
2006.35	3257.0	2373
2006.50	3328.2	2377
2006.65	3395.6	2332
2006.80	3394.7	2285
2006.96	3369.6	2266
2007.11	3318.4	2245
2007.26	3269.8	2253
2007.41	3287.9	2248
2007.57	3304.7	2269
2007.72	3322.7	2283
2007.87	3317.2	2262
2008.02	3307.2	2234
2008.17	3277.0	2211
2008.33	3247.5	2208
2008.48	3218.5	2214
2008.63	3211.8	2213
2008.78	3236.4	2226
2008.94	3261.4	2228
2009.09	3292.9	2250
2009.24	3342.7	2272
2009.39	3353.5	2291
2009.55	3358.0	2288
2009.70	3412.4	2327
2009.85	3516.1	2359
2010.00	3581.7	2369
2010.16	3527.7	2380
2010.31	3458.0	2393
2010.46	3377.4	2383
2010.61	3456.2	2364
2010.77	3561.2	2379
2010.92	3624.4	2364
2011.07	3658.8	2353
2011.22	3615.0	2336
2011.38	3485.9	2319
2011.53	3370.6	2302
2011.68	3285.0	2268
2011.83	3254.4	2261
2011.98	3221.9	2239
2012.14	3250.6	2208
2012.29	3282.4	2231
2012.44	3348.6	2259
2012.59	3429.9	2288
2012.75	3515.2	2329
2012.90	3569.7	2364
2013.05	3567.5	2383
2013.20	3521.9	2350
2013.36	3437.8	2297
2013.51	3349.2	2264
2013.66	3265.2	2239
2013.81	3213.8	2250
2013.97	3188.9	2244
2014.12	3269.9	2261
2014.27	3362.3	2322
2014.42	3453.2	2381
2014.58	3486.2	2428
2014.73	3464.9	2444
2014.88	3444.0	2428
2015.03	3423.9	2422
2015.19	3418.0	2400
2015.34	3424.0	2393
2015.49	3430.0	2411
2015.64	3427.5	2422
2015.79	3409.7	2426
2015.95	3392.2	2408
2016.10	3345.2	2391
2016.25	3255.9	2423
2016.40	3219.0	2400
2016.56	3194.6	2352
2016.71	3170.6	2309
2016.86	3165.5	2341
2017.01	3221.3	2367
2017.17	3258.2	2373
2017.32	3269.8	2410
2017.47	3241.9	2428
2017.62	3074.5	2394
2017.78	2907.1	2410
2017.93	2789.8	2368
2018.08	2819.1	2307
2018.23	2991.2	2263
2018.39	3235.3	2300
2018.54	3485.7	2353
2018.69	3581.7	2385
2018.84	3501.4	2349
2019.00	3421.5	2308
2019.15	3344.0	2291
2019.30	3322.4	2305
2019.45	3368.9	2322
2019.60	3407.3	2354
2019.76	3377.4	2336
2019.91	3312.3	2308
2020.06	3256.2	2315
2020.21	3256.0	2301
2020.37	3277.5	2287
2020.52	3335.3	2303
2020.67	3400.4	2306
2020.82	3460.7	2302
2020.98	3411.1	2296
2021.13	3327.9	2285
2021.28	3235.4	2265
2021.43	3225.2	2237
2021.59	3245.1	2249
2021.74	3266.5	2262
2021.89	3278.3	2294
2022.04	3273.0	2330
2022.20	3301.3	2357
2022.35	3400.6	2343
2022.50	3520.6	2367
2022.65	3495.9	2351
2022.81	3422.8	2314
2022.96	3311.2	2289
2023.11	3271.4	2304
2023.26	3262.4	2347
2023.41	3246.5	2363
2023.57	3232.0	2356
2023.72	3254.4	2391
2023.87	3273.2	2400
2024.02	3296.2	2382
2024.18	3319.1	2404
2024.33	3379.3	2415
2024.48	3442.6	2396
2024.63	3472.6	2376
2024.79	3407.3	2360
2024.94	3294.1	2341
2025.09	3181.9	2320
2025.24	3149.7	2282
2025.40	3151.9	2269
2025.55	3178.2	2249
2025.70	3184.3	2225
2025.85	3183.1	2217
2026.01	3203.6	2229
2026.16	3221.6	2235
2026.31	3235.4	2239
2026.46	3326.3	2259
2026.62	3280.5	2279
2026.77	3214.7	2289
2026.92	3187.4	2297
2027.07	3220.9	2316
2027.22	3300.6	2362
2027.38	3363.1	2408
2027.53	3387.2	2436
2027.68	3351.8	2427
2027.83	3329.8	2412
2027.99	3317.2	2395
2028.14	3304.9	2403
2028.29	3323.2	2417
2028.44	3341.4	2450
2028.60	3343.5	2480
2028.75	3337.1	2454
2028.90	3362.5	2425
2029.05	3346.3	2415
2029.21	3297.9	2424
2029.36	3216.1	2433
2029.51	3116.5	2394
2029.66	3042.5	2380
2029.82	3019.5	2389
2029.97	3174.5	2404
2030.12	3298.6	2419
2030.27	3346.2	2423
2030.43	3329.0	2390
2030.58	3332.3	2381
2030.73	3312.5	2399
2030.88	3264.3	2349
2031.03	3209.4	2311
2031.19	3183.7	2299
2031.34	3187.4	2286
2031.49	3191.1	2271
2031.64	3195.1	2292
2031.80	3172.8	2312
2031.95	3149.4	2331
2032.10	3141.3	2338
2032.25	3211.3	2367
2032.41	3283.8	2342
2032.56	3373.7	2312
2032.71	3317.5	2283
2032.86	3251.5	2267
2033.02	3191.8	2251
2033.17	3175.3	2243
2033.32	3228.1	2252
2033.47	3280.0	2262
2033.63	3258.8	2269
2033.78	3224.2	2261
2033.93	3196.1	2252
2034.08	3173.4	2244
2034.24	3151.1	2236
2034.39	3166.5	2239
2034.54	3172.1	2245
2034.69	3182.4	2253
2034.84	3208.2	2238
2035.00	3234.3	2244
2035.15	3259.6	2240
2035.30	3300.4	2246
2035.45	3340.6	2258
2035.61	3377.4	2273
2035.76	3359.2	2291
2035.91	3328.6	2284
2036.06	3266.3	2290
2036.22	3282.9	2253
2036.37	3245.4	2275
2036.52	3205.4	2237
2036.67	3188.6	2200
2036.83	3196.3	2211
2036.98	3212.8	2248
2037.13	3202.2	2239
2037.28	3207.6	2237
2037.44	3221.9	2262
2037.59	3235.6	2274
2037.74	3269.6	2260
2037.89	3304.6	2266
2038.05	3315.3	2267
2038.20	3326.9	2258
2038.35	3315.5	2243
2038.50	3271.6	2225
2038.65	3226.8	2237
2038.81	3210.7	2249
2038.96	3214.6	2254
2039.11	3218.5	2239
2039.26	3273.8	2253
2039.42	3293.0	2263
2039.57	3308.7	2298
2039.72	3340.7	2302
2039.87	3353.9	2303
2040.03	3324.2	2290
2040.18	3287.2	2260
2040.33	3315.1	2243
2040.48	3346.1	2261
2040.64	3359.1	2278
2040.79	3304.2	2289
2040.94	3259.4	2272
2041.09	3242.1	2256
2041.25	3251.9	2252
2041.40	3261.6	2267
2041.55	3271.3	2275
2041.70	3283.3	2252
2041.86	3297.7	2240
2042.01	3312.4	2270
2042.16	3321.6	2283
2042.31	3318.0	2257
2042.46	3314.4	2237
2042.62	3305.3	2255
2042.77	3283.8	2277
2042.92	3300.3	2244
2043.07	3318.6	2233
2043.23	3324.2	2223
2043.38	3308.4	2248
2043.53	3305.7	2240
2043.68	3303.0	2227
2043.84	3312.8	2215
2043.99	3340.7	2244
2044.14	3327.4	2294
2044.29	3335.9	2280
2044.45	3356.9	2258
2044.60	3378.1	2242
2044.75	3372.8	2251
2044.90	3360.4	2257
2045.06	3367.9	2253
2045.21	3378.0	2259
2045.36	3366.9	2236
2045.51	3346.7	2219
2045.67	3337.3	2212
2045.82	3348.9	2231
2045.97	3364.1	2247
2046.12	3399.3	2245
2046.27	3398.7	2258
2046.43	3396.4	2285
2046.58	3459.4	2312
2046.73	3672.2	2360
2046.88	3999.4	2444
2047.04	4382.2	2466
2047.19	4523.9	2477
2047.34	4318.5	2484
2047.49	4171.8	2437
2047.65	4139.4	2464
2047.80	4202.7	2495
2047.95	4571.6	2511
2048.10	4824.6	2522
2048.26	4949.9	2533
2048.41	4893.4	2546
2048.56	4461.7	2522
2048.71	4028.8	2486
2048.87	3711.3	2453
2049.02	3645.3	2444
2049.17	3854.6	2565
2049.32	4239.5	2641
2049.48	4709.7	2636
2049.63	5160.9	2623
2049.78	5049.5	2610
2049.93	4917.2	2630
2050.08	4826.1	2624
2050.24	4792.4	2637
2050.39	5050.8	2634
2050.54	5118.0	2655
2050.69	4979.4	2608
2050.85	4765.3	2564
2051.00	4572.2	2556
2051.15	4440.9	2536
2051.30	4321.4	2499
2051.46	4096.2	2482
2051.61	3865.0	2463
2051.76	3570.2	2374
2051.91	3344.2	2308
2052.07	3182.3	2329
2052.22	3086.2	2354
2052.37	3181.8	2325
2052.52	3182.4	2354
2052.68	3206.3	2345
2052.83	3308.4	2328
2052.98	3351.6	2325
2053.13	3290.3	2351
2053.29	3268.1	2339
2053.44	3167.6	2357
2053.59	3021.6	2373
2053.74	2922.1	2355
2053.89	3019.8	2436
2054.05	3209.0	2518
2054.20	3367.0	2462
2054.35	3392.3	2416
2054.50	3503.7	2451
2054.66	3603.5	2380
2054.81	3610.3	2381
2054.96	3553.6	2378
2055.11	3463.5	2370
2055.27	3381.7	2365
2055.42	3339.1	2411
2055.57	3311.9	2434
2055.72	3371.0	2463
2055.88	3551.7	2514
2056.03	3777.3	2565
2056.18	4033.5	2596
2056.33	4327.0	2624
2056.49	4619.8	2607
2056.64	4865.6	2590
2056.79	4969.3	2561
2056.94	4875.3	2525
2057.10	4542.1	2490
2057.25	4134.8	2442
2057.40	3660.0	2389
2057.55	3410.0	2351
2057.70	3324.4	2388
2057.86	3318.1	2417
2058.01	3362.6	2423
2058.16	3503.2	2408
2058.31	3662.0	2410
2058.47	3822.4	2411
2058.62	3884.5	2384
2058.77	3770.3	2358
2058.92	3537.4	2343
2059.08	3414.9	2377
2059.23	3535.7	2403
2059.38	3722.8	2424
2059.53	3684.6	2414
2059.69	3591.3	2397
2059.84	3495.5	2387
2059.99	3404.0	2384
2060.14	3358.6	2361
2060.30	3341.7	2373
2060.45	3329.9	2406
2060.60	3341.6	2442
2060.75	3375.6	2457
2060.91	3439.5	2464
2061.06	3505.8	2487
2061.21	3530.4	2473
2061.36	3505.9	2466
2061.51	3451.0	2497
2061.67	3421.7	2482
2061.82	3413.3	2499
2061.97	3404.9	2468
2062.12	3416.7	2458
2062.28	3460.9	2481
2062.43	3506.3	2494
2062.58	3528.1	2500
2062.73	3518.5	2522
2062.89	3508.9	2534
2063.04	3500.3	2516
2063.19	3466.3	2515
2063.34	3435.7	2523
2063.50	3405.7	2509
2063.65	3431.3	2555
2063.80	3527.0	2573
2063.95	3746.5	2588
2064.11	3995.1	2619
2064.26	4229.0	2594
2064.41	4296.5	2544
2064.56	4133.0	2510
2064.72	3894.1	2479
2064.87	3697.9	2437
2065.02	3608.5	2449
2065.17	3584.3	2460
2065.32	3614.2	2443
2065.48	3644.6	2451
2065.63	3621.9	2463
2065.78	3558.1	2481
2065.93	3496.5	2497
2066.09	3432.4	2488
2066.24	3364.0	2439
2066.39	3298.3	2417
2066.54	3238.8	2397
2066.70	3213.8	2340
2066.85	3216.6	2306
2067.00	3283.8	2404
2067.15	3391.3	2423
2067.31	3438.8	2389
2067.46	3370.2	2359
2067.61	3322.9	2351
2067.76	3294.2	2363
2067.92	3350.9	2365
2068.07	3393.1	2358
2068.22	3419.8	2381
2068.37	3392.1	2393
2068.53	3386.7	2390
2068.68	3407.1	2404
2068.83	3427.8	2415
2068.98	3469.5	2408
2069.13	3496.0	2416
2069.29	3471.0	2402
2069.44	3446.3	2402
2069.59	3422.0	2418
2069.74	3411.3	2427
2069.90	3421.9	2434
2070.05	3437.1	2424
2070.20	3468.8	2410
2070.35	3501.1	2375
2070.51	3533.9	2333
2070.66	3507.2	2305
2070.81	3407.8	2263
2070.96	3215.0	2146
2071.12	3151.7	2160
2071.27	3119.5	2136
2071.42	3080.0	2124
2071.57	3164.6	2257
2071.73	3240.8	2379
2071.88	3319.1	2394
2072.03	3368.5	2404
2072.18	3396.0	2391
2072.34	3310.2	2379
2072.49	3280.2	2432
2072.64	3435.1	2488
2072.79	3697.6	2545
2072.94	3965.2	2580
2073.10	4151.7	2538
2073.25	3935.2	2504
2073.40	3695.7	2479
2073.55	3503.4	2469
2073.71	3384.9	2459
2073.86	3312.1	2446
2074.01	3370.3	2437
2074.16	3431.2	2475
2074.32	3494.7	2426
2074.47	3527.6	2378
2074.62	3382.0	2352
2074.77	3337.7	2399
2074.93	3418.6	2458
2075.08	3484.6	2514
2075.23	3553.1	2534
2075.38	3624.3	2555
2075.54	3668.8	2543
2075.69	3661.3	2535
2075.84	3654.0	2562
2075.99	3702.3	2585
2076.15	3783.1	2598
2076.30	3866.9	2563
2076.45	3954.4	2552
2076.60	4058.6	2485
2076.75	4000.7	2431
2076.91	3935.9	2389
2077.06	3873.1	2352
2077.21	3739.7	2312
2077.36	3588.2	2323
2077.52	3441.6	2336
2077.67	3354.4	2366
2077.82	3358.9	2419
2077.97	3458.3	2467
2078.13	3507.4	2489
2078.28	3556.6	2501
2078.43	3530.2	2498
2078.58	3530.7	2496
2078.74	3547.2	2515
2078.89	3535.3	2525
2079.04	3509.3	2504
2079.19	3555.6	2400
2079.35	3670.6	2410
2079.50	3701.9	2392
2079.65	3718.8	2359
2079.80	3653.5	2348
2079.96	3647.2	2346
2080.11	3765.7	2314
2080.26	4242.2	2297
2080.41	4866.5	2294
2080.56	5211.1	2305
2080.72	4990.3	2340
2080.87	4670.9	2411
2081.02	4444.5	2472
2081.17	4429.3	2490
2081.33	4403.5	2504
2081.48	4173.7	2472
2081.63	3871.3	2462
2081.78	3666.0	2448
2081.94	3610.8	2425
2082.09	3572.8	2453
2082.24	3548.4	2483
2082.39	3524.3	2500
2082.55	3486.9	2485
2082.70	3450.0	2511
2082.85	3413.4	2492
2083.00	3375.5	2501
2083.16	3316.0	2432
2083.31	3233.6	2422
2083.46	3172.1	2383
2083.61	3205.2	2354
2083.77	3285.6	2382
2083.92	3402.2	2425
2084.07	3527.3	2487
2084.22	3678.8	2475
2084.37	3859.6	2464
2084.53	3967.7	2527
2084.68	4073.8	2496
2084.83	4118.4	2473
2084.98	3997.6	2490
2085.14	3828.3	2518
2085.29	3593.2	2459
2085.44	3477.3	2378
2085.59	3384.9	2369
2085.75	3341.8	2304
2085.90	3322.7	2310
2086.05	3336.9	2319
2086.20	3352.7	2357
2086.36	3370.0	2394
2086.51	3533.4	2445
2086.66	3722.4	2508
2086.81	3932.9	2560
2086.97	4232.0	2582
2087.12	4184.5	2541
2087.27	4023.2	2534
2087.42	3828.7	2554
2087.58	3697.2	2560
2087.73	3581.5	2543
2087.88	3491.8	2505
2088.03	3450.6	2496
2088.18	3407.3	2457
2088.34	3425.0	2485
2088.49	3426.2	2519
2088.64	3411.1	2485
2088.79	3374.7	2438
2088.95	3337.7	2444
2089.10	3308.4	2400
2089.25	3360.3	2420
2089.40	3383.5	2452
2089.56	3411.2	2439
2089.71	3417.4	2494
2089.86	3457.0	2532
2090.01	3467.0	2436
2090.17	3477.3	2458
2090.32	3532.4	2436
2090.47	3558.2	2422
2090.62	3624.0	2478
2090.78	3710.5	2487
2090.93	3788.9	2439
2091.08	3707.7	2413
2091.23	3636.7	2400
2091.39	3615.9	2391
2091.54	3602.7	2411
2091.69	3602.7	2409
2091.84	3582.7	2446
2091.99	3486.1	2426
2092.15	3395.4	2342
2092.30	3309.2	2335
2092.45	3238.5	2322
2092.60	3205.1	2301
2092.76	3249.0	2285
2092.91	3279.6	2292
2093.06	3310.9	2301
2093.21	3346.1	2317
2093.37	3385.4	2302
2093.52	3394.9	2319
2093.67	3393.2	2353
2093.82	3404.3	2331
2093.98	3437.2	2302
2094.13	3464.3	2291
2094.28	3402.0	2333
2094.43	3390.1	2378
2094.59	3362.7	2432
2094.74	3335.8	2475
2094.89	3349.3	2448
2095.04	3385.7	2432
2095.20	3422.9	2473
2095.35	3460.9	2486
2095.50	3492.0	2470
2095.65	3495.8	2457
2095.80	3460.2	2474
2095.96	3454.3	2414
2096.11	3436.7	2370
2096.26	3353.0	2326
2096.41	3273.4	2279
2096.57	3242.5	2327
2096.72	3225.4	2343
2096.87	3224.4	2361
2097.02	3290.9	2332
2097.18	3336.1	2294
2097.33	3319.2	2318
2097.48	3266.3	2392
2097.63	3299.5	2369
2097.79	3317.1	2324
2097.94	3297.2	2392
2098.09	3309.0	2381
2098.24	3353.6	2372
2098.40	3386.9	2390
2098.55	3353.7	2379
2098.70	3315.3	2412
2098.85	3289.9	2376
2099.01	3264.9	2384
2099.16	3308.7	2358
2099.31	3348.0	2348
2099.46	3224.2	2325
2099.61	3176.2	2270
2099.77	3178.3	2236
2099.92	3117.5	2290
2100.07	3149.9	2289
2100.22	3201.7	2298
2100.38	3156.8	2312
2100.53	3145.4	2259
2100.68	3098.4	2230
2100.83	3131.2	2254
2100.99	3164.3	2235
2101.14	3114.3	2259
2101.29	3152.6	2230
2101.44	3126.0	2234
2101.60	3301.6	2222
2101.75	3690.9	2260
2101.90	3872.7	2358
2102.05	3946.4	2439
2102.21	3585.9	2412
2102.36	3472.6	2368
2102.51	3504.3	2397
2102.66	3752.5	2459
2102.82	4058.6	2567
2102.97	4287.0	2647
2103.12	4441.1	2667
2103.27	4571.6	2611
2103.42	4516.7	2570
2103.58	4466.7	2554
2103.73	4427.4	2536
2103.88	4382.2	2510
2104.03	4059.9	2469
2104.19	3736.8	2414
2104.34	3461.3	2346
2104.49	3311.5	2329
2104.64	3262.8	2353
2104.80	3347.0	2378
2104.95	3408.3	2407
2105.10	3471.9	2436
2105.25	3517.6	2460
2105.41	3472.6	2425
2105.56	3293.6	2351
2105.71	3151.0	2286
2105.86	3111.9	2233
2106.02	3149.3	2299
2106.17	3306.8	2346
2106.32	3437.4	2331
2106.47	3499.5	2328
2106.63	3568.0	2425
2106.78	3636.7	2517
2106.93	3614.4	2487
2107.08	3584.4	2472
2107.23	3529.2	2445
2107.39	3521.5	2490
2107.54	3519.8	2458
2107.69	3529.9	2474
2107.84	3601.1	2453
2108.00	3644.6	2483
2108.15	3680.1	2536
2108.30	3624.4	2512
2108.45	3568.3	2485
2108.61	3500.0	2470
2108.76	3430.8	2394
2108.91	3404.9	2325
2109.06	3434.8	2345
2109.22	3429.9	2382
2109.37	3406.4	2386
2109.52	3463.0	2364
2109.67	3642.0	2352
2109.83	3896.8	2383
2109.98	4188.2	2465
2110.13	4511.4	2537
2110.28	4798.9	2568
2110.44	4724.9	2575
2110.59	4545.9	2583
2110.74	4357.4	2566
2110.89	4112.8	2474
2111.04	3818.1	2403
2111.20	3523.3	2379
2111.35	3283.7	2313
2111.50	3205.1	2301
2111.65	3255.6	2323
2111.81	3297.2	2353
2111.96	3322.8	2370
2112.11	3414.0	2357
2112.26	3518.5	2351
2112.42	3678.5	2379
2112.57	3948.0	2430
2112.72	4004.4	2480
2112.87	3838.6	2505
2113.03	3652.2	2439
2113.18	3611.1	2413
2113.33	3785.8	2466
2113.48	3985.1	2530
2113.64	3903.8	2521
2113.79	3754.8	2478
2113.94	3558.7	2453
2114.09	3411.1	2433
2114.25	3450.0	2413
2114.40	3528.1	2401
2114.55	3581.5	2418
2114.70	3545.3	2396
2114.85	3412.5	2373
2115.01	3276.8	2330
2115.16	3177.3	2290
2115.31	3149.3	2264
2115.46	3214.3	2248
2115.62	3280.7	2280
2115.77	3350.0	2287
2115.92	3358.8	2319
2116.07	3316.5	2302
2116.23	3266.3	2244
2116.38	3188.5	2198
2116.53	3088.2	2204
2116.68	3010.7	2221
2116.84	3056.8	2244
2116.99	3158.3	2249
2117.14	3293.6	2281
2117.29	3445.8	2317
2117.45	3384.4	2366
2117.60	3211.7	2334
2117.75	3101.8	2284
2117.90	3162.3	2273
2118.06	3337.5	2302
2118.21	3522.0	2358
2118.36	3707.5	2413
2118.51	3808.9	2466
2118.66	3854.5	2507
2118.82	3901.9	2465
2118.97	3901.0	2436
2119.12	3858.9	2487
2119.27	3817.1	2502
2119.43	3682.7	2523
2119.58	3544.6	2512
2119.73	3577.9	2494
2119.88	3628.1	2459
2120.04	3571.7	2430
2120.19	3508.0	2429
2120.34	3572.6	2449
2120.49	3739.4	2505
2120.65	4063.0	2542
2120.80	4422.1	2565
2120.95	4595.8	2535
2121.10	4069.5	2500
2121.26	3692.2	2425
2121.41	3378.9	2350
2121.56	3146.1	2303
2121.71	3173.5	2286
2121.87	3350.1	2318
2122.02	3592.9	2361
2122.17	3873.4	2407
2122.32	4107.0	2487
2122.47	4338.9	2577
2122.63	4445.5	2589
2122.78	4311.7	2599
2122.93	4197.0	2570
2123.08	4172.6	2534
2123.24	4151.7	2530
2123.39	4014.2	2500
2123.54	3884.5	2455
2123.69	3745.4	2405
2123.85	3594.3	2416
2124.00	3537.5	2424
2124.15	3483.0	2420
2124.30	3452.3	2457
2124.46	3458.5	2479
2124.61	3526.0	2405
2124.76	3596.1	2334
2124.91	3669.0	2372
2125.07	3742.8	2391
2125.22	3763.7	2410
2125.37	3849.7	2429
2125.52	4028.1	2473
2125.68	4223.8	2524
2125.83	4439.6	2563
2125.98	4631.7	2586
2126.13	4569.1	2571
2126.28	4436.4	2561
2126.44	4201.5	2568
2126.59	4047.0	2542
2126.74	3964.6	2545
2126.89	4255.0	2537
2127.05	4345.0	2548
2127.20	4236.0	2566
2127.35	4076.7	2530
2127.50	3958.9	2486
2127.66	3854.3	2453
2127.81	3774.1	2446
2127.96	3733.7	2444
2128.11	3815.0	2463
2128.27	3882.4	2464
2128.42	3991.8	2473
2128.57	4140.5	2500
2128.72	4187.8	2464
2128.88	4190.8	2431
2129.03	4174.4	2419
2129.18	4157.3	2409
2129.33	4118.1	2398
2129.49	4077.8	2419
2129.64	4017.4	2434
2129.79	3926.6	2413
2129.94	3840.9	2405
2130.09	3929.2	2408
2130.25	3807.6	2414
2130.40	3845.1	2437
2130.55	3848.5	2462
2130.70	3781.5	2505
2130.86	3647.7	2550
2131.01	3543.8	2491
2131.16	3515.5	2437
2131.31	3474.7	2381
2131.47	3389.6	2309
2131.62	3333.3	2236
2131.77	3391.5	2195
2131.92	3498.7	2177
2132.08	3532.2	2184
2132.23	3580.1	2214
2132.38	3657.2	2327
2132.53	3790.2	2536
2132.69	4225.8	2593
2132.84	4142.2	2511
2132.99	4011.1	2480
2133.14	3781.7	2519
2133.30	3580.5	2505
2133.45	3472.9	2464
2133.60	3403.2	2398
2133.75	3362.6	2386
2133.90	3467.3	2349
2134.06	3540.0	2300
2134.21	3566.0	2267
2134.36	3569.9	2281
2134.51	3538.1	2240
2134.67	3557.0	2196
2134.82	3554.9	2176
2134.97	3557.9	2184
2135.12	3649.5	2092
2135.28	3744.8	2084
2135.43	3783.4	2133
2135.58	3774.4	2192
2135.73	3642.7	2178
2135.89	3556.9	2234
2136.04	3802.7	2354
2136.19	4352.4	2596
2136.34	5112.3	2683
2136.50	5349.2	2639
2136.65	4798.1	2595
2136.80	4351.9	2552
2136.95	4021.5	2473
2137.11	4096.4	2433
2137.26	4326.5	2445
2137.41	4590.7	2498
2137.56	4819.0	2553
2137.71	5057.1	2586
2137.87	5256.1	2595
2138.02	5298.2	2619
2138.17	5248.8	2597
2138.32	5145.1	2554
2138.48	5040.0	2530
2138.63	4572.7	2502
2138.78	4166.0	2434
2138.93	3865.6	2409
2139.09	3844.8	2404
2139.24	3842.6	2450
2139.39	3855.3	2415
2139.54	3827.9	2381
2139.70	3799.6	2366
2139.85	3840.9	2350
2140.00	3779.8	2303
2140.15	3706.8	2254
2140.31	3468.3	2233
2140.46	3301.6	2194
2140.61	3284.6	2155
2140.76	3301.3	2212
2140.92	3420.0	2258
2141.07	3561.0	2297
2141.22	3619.6	2325
2141.37	3577.5	2405
2141.52	3740.9	2524
2141.68	3691.9	2499
2141.83	3688.1	2437
2141.98	3773.7	2456
2142.13	4091.8	2485
2142.29	4470.1	2471
2142.44	4625.8	2480
2142.59	4557.3	2398
2142.74	4255.4	2289
2142.90	3909.0	2255
2143.05	3614.8	2205
2143.20	3412.3	2106
2143.35	3283.7	2030
2143.51	3338.4	2022
2143.66	3402.6	2104
2143.81	3496.7	2093
2143.96	3420.9	2085
2144.12	3277.5	2174
2144.27	3319.1	2142
2144.42	3226.0	2174
2144.57	3165.5	2173
2144.73	3264.6	2184
2144.88	3335.2	2169
2145.03	3397.9	2227
2145.18	3449.3	2255
2145.33	3399.8	2248
2145.49	3441.6	2279
2145.64	3366.3	2259
2145.79	3426.3	2236
2145.94	3346.4	2247
2146.10	3280.0	2217
2146.25	3242.2	2175
2146.40	3333.5	2134
2146.55	3410.8	2092
2146.71	3337.1	2140
2146.86	3309.9	2118
2147.01	3166.9	2077
2147.16	2953.6	2025
2147.32	2767.2	1967
2147.47	2664.2	1955
2147.62	2722.8	1937
2147.77	2763.9	2005
2147.93	2982.8	2172
2148.08	3167.1	2260
2148.23	3279.6	2295
2148.38	3399.6	2313
2148.54	3432.3	2240
2148.69	3450.6	2167
2148.84	3553.3	2154
2148.99	3644.7	2164
2149.14	3579.7	2116
2149.30	3479.3	2167
2149.45	3376.2	2231
2149.60	3231.6	2239
2149.75	3205.1	2283
2149.91	3308.4	2256
2150.06	3237.8	2266
2150.21	3174.5	2273
2150.36	3170.4	2268
2150.52	3210.7	2249
2150.67	3322.4	2211
2150.82	3440.8	2173
2150.97	3492.7	2162
2151.13	3504.9	2174
2151.28	3540.6	2214
2151.43	3464.8	2174
2151.58	3291.9	2126
2151.74	3258.1	2078
2151.89	3369.3	2036
2152.04	3695.1	2144
2152.19	4097.4	2375
2152.35	4357.4	2439
2152.50	4159.0	2492
2152.65	3937.2	2532
2152.80	3775.5	2407
2152.95	3668.6	2326
2153.11	3567.6	2276
